,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
816,BMW X7,98720,BMW,X7,2021,26 759 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
817,BMW X5,97898,BMW,X5,2020,11 700 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
818,Peugeot 208 e-208 Active,24990,Peugeot,208,2021,17 000 km,Electric,136 CP,,,,Automata,Masina de oras,,,
819,BMW Seria 5 525d xDrive AT,15900,BMW,Seria 5,2014,292 166 km,Diesel,218 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
820,Mercedes-Benz ML 350 BlueTEC 4MATIC 7G-TRONIC,19999,Mercedes-Benz,ML,2012,280 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),,Automata,SUV,,,
821,Volkswagen Passat 1.9TDI Comfortline DPF,2800,Volkswagen,Passat,2007,240 000 km,Diesel,105 CP,1 896 cm3,Fata,,Manuala,Masina de oras,,,
822,Mercedes-Benz GLE Coupe 400 d 4MATIC,117500,Mercedes-Benz,GLE Coupe,2022,10 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
823,BMW Seria 3,8400,BMW,Seria 3,2008,268 320 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Automata,Cabrio,Belgia,,
824,Opel Tigra,2400,Opel,Tigra,2004,160 000 km,Benzina,90 CP,1 364 cm3,Fata,,Manuala,Cabrio,,,
825,Ford Kuga 2.0 TDCi 4WD Powershift Titanium,7890,Ford,Kuga,2011,210 442 km,Diesel,163 CP,1 997 cm3,4x4 (automat),,Automata,SUV,,,
826,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
827,Audi Q3 2.0 TDI Quattro Stronic,17850,Audi,Q3,2016,141 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
828,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
829,Audi A8,137980,Audi,A8,2022,11 580 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
830,Porsche Cayenne Coupe Standard,104890,Porsche,Cayenne Coupe,2022,6 999 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,Da,Da
831,BMW X5,97898,BMW,X5,2020,11 700 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
832,BMW X5 xDrive25d Sport-Aut.,37500,BMW,X5,2017,87 000 km,Diesel,231 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
833,Mercedes-Benz CLA 250 e SB Aut.,56209,Mercedes-Benz,CLA,2021,4 000 km,Hibrid,160 CP,1 332 cm3,Fata,Euro 6,Automata,Sedan,Germania,Da,Da
834,Mazda CX-5 G165 Challenge,20159,Mazda,CX-5,2018,129 000 km,Benzina,165 CP,1 998 cm3,Fata,Euro 6,Manuala,SUV,Olanda,,Da
835,Volkswagen Passat 1.9TDI Comfortline DPF,2800,Volkswagen,Passat,2007,240 000 km,Diesel,105 CP,1 896 cm3,Fata,,Manuala,Masina de oras,,,
836,Mercedes-Benz GLE Coupe 400 d 4MATIC,117500,Mercedes-Benz,GLE Coupe,2022,10 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
837,Volkswagen Golf 1.4 TSI Comfortline,6200,Volkswagen,Golf,2009,240 000 km,Benzina,122 CP,1 390 cm3,,,Manuala,Compacta,,,
838,Opel Tigra,2400,Opel,Tigra,2004,160 000 km,Benzina,90 CP,1 364 cm3,Fata,,Manuala,Cabrio,,,
839,Ford Kuga 2.0 TDCi 4WD Powershift Titanium,7890,Ford,Kuga,2011,210 442 km,Diesel,163 CP,1 997 cm3,4x4 (automat),,Automata,SUV,,,
840,BMW Seria 1 120d,4000,BMW,Seria 1,2007,201 200 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Manuala,Compacta,,,Da
841,Hyundai H-1 2.5 CRDi Travel Premium,9000,Hyundai,H-1,2009,26 000 km,Diesel,170 CP,2 497 cm3,Spate,,Manuala,Monovolum,,,Da
842,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
843,Audi Q3 2.0 TDI Quattro Stronic,17850,Audi,Q3,2016,141 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
844,Dacia Spring Comfort Plus,12500,Dacia,Spring,2021,19 983 km,Electric,44 CP,,Fata,,Automata,Masina de oras,Romania,Da,Da
845,Porsche Cayenne Coupe Standard,137899,Porsche,Cayenne Coupe,2023,4 209 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
846,Land Rover Defender,84980,Land Rover,Defender,2021,26 900 km,Diesel,240 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
847,Porsche Cayenne Coupe Standard,104890,Porsche,Cayenne Coupe,2022,6 999 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,Da,Da
848,BMW X5,97898,BMW,X5,2020,11 700 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
849,BMW X5 xDrive25d Sport-Aut.,37500,BMW,X5,2017,87 000 km,Diesel,231 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
850,Peugeot 208 e-208 Active,24990,Peugeot,208,2021,17 000 km,Electric,136 CP,,,,Automata,Masina de oras,,,
851,BMW Seria 5 525d xDrive AT,15900,BMW,Seria 5,2014,292 166 km,Diesel,218 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
852,Ford Focus,14322,Ford,Focus,2016,110 600 km,Diesel,120 CP,1 499 cm3,,,Automata,Sedan,,,
853,Audi A6 Avant 50 TDI quattro tiptronic sport,42499,Audi,A6,2019,106 000 km,Diesel,286 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Germania,,Da
854,Volkswagen Golf 1.4 TSI Comfortline,6200,Volkswagen,Golf,2009,240 000 km,Benzina,122 CP,1 390 cm3,,,Manuala,Compacta,,,
855,BMW Seria 3,8400,BMW,Seria 3,2008,268 320 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Automata,Cabrio,Belgia,,
856,Toyota Corolla Sedan 1.8 HSD Dynamic,20000,Toyota,Corolla,2020,61 000 km,Hibrid,97 CP,1 798 cm3,,,Automata,Sedan,,,
857,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
858,Dacia Spring Comfort Plus,12500,Dacia,Spring,2021,19 983 km,Electric,44 CP,,Fata,,Automata,Masina de oras,Romania,Da,Da
859,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
860,Porsche Cayenne Coupe Standard,137899,Porsche,Cayenne Coupe,2023,4 209 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
861,Land Rover Defender,84980,Land Rover,Defender,2021,26 900 km,Diesel,240 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
862,BMW X5,96900,BMW,X5,2021,26 665 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
863,BMW X5,97898,BMW,X5,2020,11 700 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
864,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
865,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
866,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
867,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
868,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
869,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
870,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
871,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
872,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
873,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
874,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
875,Lamborghini Huracan,264949,Lamborghini,Huracan,2020,20 959 km,Benzina,640 CP,5 204 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
876,Kia Sorento 2.2 DSL 6AT 4x4 Cosmo,21349,Kia,Sorento,2017,100 000 km,Diesel,200 CP,2 199 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
877,Audi Q8 3.0 50 TDI quattro Tiptronic,59949,Audi,Q8,2019,35 274 km,Diesel,285 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
878,Volkswagen Polo 1.6 TDI Blue Motion Technology Comfortline,4800,Volkswagen,Polo,2010,230 000 km,Diesel,90 CP,1 598 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,
879,Ford Focus 1.6 TDCi DPF Titanium,4000,Ford,Focus,2008,227 000 km,Diesel,110 CP,1 560 cm3,,,Manuala,Combi,,,
880,BMW Seria 4 418d Gran Coupe Aut. Sport Line,20800,BMW,Seria 4,2018,142 500 km,Diesel,150 CP,1 995 cm3,Spate,Euro 6c,Automata,Sedan,Belgia,,Da
881,Mercedes-Benz CLS 450 4Matic 9G-TRONIC AMG Line,68000,Mercedes-Benz,CLS,2019,30 000 km,Benzina,367 CP,2 999 cm3,,,Automata,Sedan,,,
882,Volkswagen Passat CC 2.0 TDI BlueMotion Technology DSG,8000,Volkswagen,Passat CC,2009,260 000 km,Diesel,140 CP,1 968 cm3,,,Automata,Sedan,,,
883,Nissan Qashqai,11250,Nissan,Qashqai,2015,196 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 5,Automata,SUV,Romania,,Da
884,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
885,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
886,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
887,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
888,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
889,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
890,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
891,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
892,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
893,Lamborghini Huracan,264949,Lamborghini,Huracan,2020,20 959 km,Benzina,640 CP,5 204 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
894,Kia Sorento 2.2 DSL 6AT 4x4 Cosmo,21349,Kia,Sorento,2017,100 000 km,Diesel,200 CP,2 199 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
895,Audi Q8 3.0 50 TDI quattro Tiptronic,59949,Audi,Q8,2019,35 274 km,Diesel,285 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
896,Mercedes-Benz S 350 d BlueTEC 4M Long Aut,27900,Mercedes-Benz,S,2015,288 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
897,Volkswagen Passat CC 2.0 TDI BlueMotion Technology DSG,12700,Volkswagen,Passat CC,2013,236 700 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Sedan,,,
898,BMW Seria 4 418d Gran Coupe Aut. Sport Line,20800,BMW,Seria 4,2018,142 500 km,Diesel,150 CP,1 995 cm3,Spate,Euro 6c,Automata,Sedan,Belgia,,Da
899,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
900,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
901,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
902,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
903,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
904,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
905,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
906,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
907,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
908,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
909,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
910,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
911,Mercedes-Benz C,26949,Mercedes-Benz,C,2016,43 000 km,Diesel,170 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,,
912,Mercedes-Benz Sprinter,41949,Mercedes-Benz,Sprinter,2019,146 000 km,Diesel,163 CP,2 143 cm3,Spate,Euro 6,Automata,Monovolum,Romania,Da,Da
913,Mercedes-Benz S 350 d BlueTEC 4M Long Aut,27900,Mercedes-Benz,S,2015,288 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
914,Volkswagen Polo 1.6 TDI Blue Motion Technology Comfortline,4800,Volkswagen,Polo,2010,230 000 km,Diesel,90 CP,1 598 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,
915,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
916,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
917,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
918,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
919,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
920,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
921,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
922,Lamborghini Huracan,264949,Lamborghini,Huracan,2020,20 959 km,Benzina,640 CP,5 204 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
923,Mercedes-Benz C,26949,Mercedes-Benz,C,2016,43 000 km,Diesel,170 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,,
924,Kia Sorento 2.2 DSL 6AT 4x4 Cosmo,21349,Kia,Sorento,2017,100 000 km,Diesel,200 CP,2 199 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
925,Mercedes-Benz S 350 d BlueTEC 4M Long Aut,27900,Mercedes-Benz,S,2015,288 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
926,Ford Focus 1.6 TDCi DPF Titanium,4000,Ford,Focus,2008,227 000 km,Diesel,110 CP,1 560 cm3,,,Manuala,Combi,,,
927,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
928,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
929,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
930,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
931,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
932,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
933,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
934,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
935,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
936,Mercedes-Benz C,26949,Mercedes-Benz,C,2016,43 000 km,Diesel,170 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,,
937,Kia Sorento 2.2 DSL 6AT 4x4 Cosmo,21349,Kia,Sorento,2017,100 000 km,Diesel,200 CP,2 199 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
938,Mercedes-Benz Sprinter,41949,Mercedes-Benz,Sprinter,2019,146 000 km,Diesel,163 CP,2 143 cm3,Spate,Euro 6,Automata,Monovolum,Romania,Da,Da
939,Volkswagen Polo 1.6 TDI Blue Motion Technology Comfortline,4800,Volkswagen,Polo,2010,230 000 km,Diesel,90 CP,1 598 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,
940,Ford Focus 1.6 TDCi DPF Titanium,4000,Ford,Focus,2008,227 000 km,Diesel,110 CP,1 560 cm3,,,Manuala,Combi,,,
941,Mercedes-Benz CLS 450 4Matic 9G-TRONIC AMG Line,68000,Mercedes-Benz,CLS,2019,30 000 km,Benzina,367 CP,2 999 cm3,,,Automata,Sedan,,,
942,Volkswagen Passat CC 2.0 TDI BlueMotion Technology DSG,8000,Volkswagen,Passat CC,2009,260 000 km,Diesel,140 CP,1 968 cm3,,,Automata,Sedan,,,
943,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
944,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
945,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
946,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
947,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
948,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
949,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
950,Lamborghini Huracan,264949,Lamborghini,Huracan,2020,20 959 km,Benzina,640 CP,5 204 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
951,Mercedes-Benz C,26949,Mercedes-Benz,C,2016,43 000 km,Diesel,170 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,,
952,Audi Q8 3.0 50 TDI quattro Tiptronic,59949,Audi,Q8,2019,35 274 km,Diesel,285 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
953,Mercedes-Benz S 350 d BlueTEC 4M Long Aut,27900,Mercedes-Benz,S,2015,288 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
954,Volkswagen Polo 1.6 TDI Blue Motion Technology Comfortline,4800,Volkswagen,Polo,2010,230 000 km,Diesel,90 CP,1 598 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,
955,Volkswagen Passat CC 2.0 TDI BlueMotion Technology DSG,12700,Volkswagen,Passat CC,2013,236 700 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Sedan,,,
956,Ford Focus 1.6 TDCi DPF Titanium,4000,Ford,Focus,2008,227 000 km,Diesel,110 CP,1 560 cm3,,,Manuala,Combi,,,
957,Nissan Qashqai,11250,Nissan,Qashqai,2015,196 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 5,Automata,SUV,Romania,,Da
958,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
959,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
960,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
961,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
962,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
963,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
964,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
965,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
966,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
967,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
968,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
969,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
970,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
971,Lamborghini Huracan,264949,Lamborghini,Huracan,2020,20 959 km,Benzina,640 CP,5 204 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
972,Audi Q8 3.0 50 TDI quattro Tiptronic,59949,Audi,Q8,2019,35 274 km,Diesel,285 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
973,Audi A4 Allroad quattro 3.0 TDI S tronic,19900,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
974,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
975,BMW X4 xDrive20d,32900,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
